Player ID,Name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,cost,Position,Team,Power ranking,Saves
252,Will Hughes,1,1,822,11,102.1,153.2,57,31,1,0,4,48,MID,Crystal Palace,84.4,
253,Jairo Riedewald,0,0,60,0,2.6,9.8,4,1.5,0,0,0,42,MID,Crystal Palace,84.4,
254,Joachim Andersen,1,0,2782,37,146.3,641.8,273,106.4,8,0,8,45,DEF,Crystal Palace,84.4,
255,Odsonne Edouard,5,2,1788,25,227.7,351.6,544,111.5,5,0,3,50,FWD,Crystal Palace,84.4,
256,Marc Guéhi,1,0,3330,46,142.7,688.2,205,103.9,9,0,8,45,DEF,Crystal Palace,84.4,
257,Jean-Philippe Mateta,2,0,748,10,67.1,115.8,240,41,3,0,3,51,FWD,Crystal Palace,84.4,
258,Eberechi Eze,10,5,2631,35,800.4,692.8,597,208.9,9,0,3,57,MID,Crystal Palace,84.4,
259,Tyrick Mitchell,0,2,2889,40,234,470.4,135,84.3,8,1,5,44,DEF,Crystal Palace,84.4,
260,Michael Olise,2,11,2743,38,1014.6,606.6,462,208.8,8,0,2,53,MID,Crystal Palace,84.4,
261,Jesurun Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,45,MID,Crystal Palace,84.4,
262,Malcolm Ebiowei,0,0,31,1,0.9,3.4,4,0.9,0,0,0,42,MID,Crystal Palace,84.4,
263,Nathan Ferguson,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Crystal Palace,84.4,
264,Sam Johnstone,0,0,810,10,0,155,0,15.6,3,0,1,44,GK,Crystal Palace,84.4,25
265,Remi Matthews,0,0,0,0,0,0,0,0,0,0,0,40,GK,Crystal Palace,84.4,0
266,Luke Plange,0,0,0,0,0,0,0,0,0,0,0,45,FWD,Crystal Palace,84.4,
267,Cheick Doucouré,0,3,2770,41,345.8,471.4,157,97.6,7,1,8,50,MID,Crystal Palace,84.4,
268,Chris Richards,0,0,443,11,15.3,92.4,26,13.2,1,0,0,44,DEF,Crystal Palace,84.4,
269,Joseph Whitworth,0,0,180,5,0,41.8,0,4.2,0,0,0,40,GK,Crystal Palace,84.4,0
270,Kaden Rodney,0,0,0,0,0,0,0,0,0,0,0,45,MID,Crystal Palace,84.4,
271,Killian Phillips,0,0,0,0,0,0,0,0,0,0,0,45,MID,Crystal Palace,84.4,
272,John-Kymani Gordon,0,0,0,0,0,0,0,0,0,0,0,45,FWD,Crystal Palace,84.4,
273,Kofi Balmer,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Crystal Palace,84.4,
274,Owen Goodman,0,0,0,0,0,0,0,0,0,0,0,40,GK,Crystal Palace,84.4,0
275,Jack Wells-Morrison,0,0,0,0,0,0,0,0,0,0,0,45,MID,Crystal Palace,84.4,
276,David Ozoh,0,0,1,0,0.8,0,0,0.1,0,0,0,45,MID,Crystal Palace,84.4,
277,Naouirou Ahamada,0,0,87,2,13.2,7.4,14,3,0,0,1,45,MID,Crystal Palace,84.4,
278,Tayo Adaramola,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Crystal Palace,84.4,
279,Neal Maupay,1,0,1104,19,109.9,85.8,429,62.2,3,0,4,56,FWD,Everton,84.2,
280,Asmir Begović,0,0,90,0,0,36,0,3.6,1,0,0,38,GK,Everton,84.2,4
281,Salomón Rondón,0,0,103,2,26.1,7.4,41,7.3,0,0,0,49,FWD,Everton,84.2,
282,Seamus Coleman,1,0,1654,25,108.7,297.8,95,50.4,5,0,1,41,DEF,Everton,84.2,
283,Andros Townsend,0,0,0,0,0,0,0,0,0,0,0,54,MID,Everton,84.2,
284,Michael Keane,1,2,983,22,42.6,242.6,131,41.7,2,0,0,42,DEF,Everton,84.2,
285,Dele Alli,0,0,38,1,2.2,0.6,6,0.9,0,0,0,53,MID,Everton,84.2,
286,Jordan Pickford,0,1,3330,57,23,991.2,0,101.3,8,0,6,44,GK,Everton,84.2,123
287,Allan Marques Loureiro,0,0,0,0,0,0,0,0,0,0,0,48,MID,Everton,84.2,
288,André Tavares Gomes,0,0,0,0,0,0,0,0,0,0,0,45,MID,Everton,84.2,
289,Abdoulaye Doucouré,5,2,1527,27,261.2,315.8,229,80.3,4,1,6,53,MID,Everton,84.2,
290,Alex Iwobi,2,8,3379,56,917.7,682.4,366,196.7,9,0,2,49,MID,Everton,84.2,
291,Jean-Philippe Gbamin,0,0,0,0,0,0,0,0,0,0,0,45,MID,Everton,84.2,
292,Yerry Mina,2,0,594,9,17.7,176.8,134,33,1,0,2,43,DEF,Everton,84.2,
293,Demarai Gray,4,1,2501,39,605.2,410.4,670,168.5,7,0,3,51,MID,Everton,84.2,
294,Tom Davies,0,0,524,9,46.2,50.4,98,19.3,1,0,3,49,MID,Everton,84.2,
295,Dominic Calvert-Lewin,2,1,1166,22,122.4,138.4,409,66.4,4,0,3,79,FWD,Everton,84.2,
296,Mason Holgate,0,0,506,9,71.9,90.4,55,21.5,2,1,1,42,DEF,Everton,84.2,
297,Ben Godfrey,0,1,801,18,42.3,146.8,46,23.6,1,0,2,43,DEF,Everton,84.2,
298,Vitalii Mykolenko,0,1,2653,46,307,504.8,120,93.4,7,0,4,41,DEF,Everton,84.2,
299,Jarrad Branthwaite,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Everton,84.2,
300,Nathan Patterson,0,0,1274,22,111.9,231.4,108,45.3,2,0,3,39,DEF,Everton,84.2,
301,Niels Nkounkou,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Everton,84.2,
302,James Tarkowski,1,1,3420,57,184.7,1019.6,435,164.2,9,0,6,41,DEF,Everton,84.2,
303,Conor Coady,1,1,2094,28,59.5,392.6,88,54,7,0,2,47,DEF,Everton,84.2,
304,Rúben Nascimento Vinagre,0,0,24,0,1.4,7.6,0,0.9,0,0,0,43,DEF,Everton,84.2,
305,Dwight McNeil,7,5,2490,46,726.6,699.4,462,189.2,5,0,5,52,MID,Everton,84.2,
306,Stanley Mills,0,0,0,0,0,0,0,0,0,0,0,43,MID,Everton,84.2,
307,Lewis Warrington,0,0,0,0,0,0,0,0,0,0,0,44,MID,Everton,84.2,
308,James Garner,0,1,796,13,114.6,90.4,57,26.5,2,0,3,45,MID,Everton,84.2,
309,Amadou Onana,1,3,2486,37,295.1,347.2,280,92,9,0,9,47,MID,Everton,84.2,
310,Reece Welch,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Everton,84.2,
311,Idrissa Gueye,0,1,2577,45,193.7,399.2,61,65.3,8,0,7,47,MID,Everton,84.2,
312,Eldin Jakupovic,0,0,0,0,0,0,0,0,0,0,0,40,GK,Everton,84.2,0
313,Kyle John,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Everton,84.2,
314,Thomas Cannon,0,0,23,1,11.6,5,21,3.8,0,0,0,45,FWD,Everton,84.2,
315,Isaac Price,0,0,32,0,15.6,9.6,0,2.5,0,0,1,45,MID,Everton,84.2,
316,Ellis Simms,1,0,219,4,39.3,40.8,54,13,0,0,0,45,FWD,Everton,84.2,
317,Ishé Samuels-Smith,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Everton,84.2,
318,Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,40,GK,Everton,84.2,0
319,Sean McAllister,0,0,0,0,0,0,0,0,0,0,0,45,MID,Everton,84.2,
320,Cédric Alves Soares,0,0,223,3,51.4,56.4,10,11.9,0,0,0,42,DEF,Fulham,86.2,
321,Bernd Leno,0,0,3240,51,10,1115.8,0,112.7,8,0,3,46,GK,Fulham,86.2,142
322,Shane Duffy,0,0,17,4,0.2,0.2,7,0.2,0,0,0,42,DEF,Fulham,86.2,
323,Tom Cairney,2,1,968,13,228.2,189.2,204,62.4,1,0,2,47,MID,Fulham,86.2,
324,Tim Ream,1,0,2898,44,65.2,604.2,76,74.8,8,0,2,45,DEF,Fulham,86.2,
325,Anthony Knockaert,0,0,0,0,0,0,0,0,0,0,0,47,MID,Fulham,86.2,
326,Nathaniel Chalobah,0,0,11,4,0.6,4.6,17,2.3,0,1,0,44,MID,Fulham,86.2,
327,Neeskens Kebano,0,4,758,10,179.7,119.6,112,41.5,3,0,0,54,MID,Fulham,86.2,
328,Bobby De Cordova-Reid,4,1,2473,40,326.6,365.2,508,119.7,8,0,8,54,MID,Fulham,86.2,
329,Joe Bryan,0,0,0,0,0,0,0,0,0,0,0,44,DEF,Fulham,86.2,
330,Paulo Gazzaniga Farias,0,0,0,0,0,0,0,0,0,0,0,40,GK,Fulham,86.2,0
331,Terence Kongolo,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Fulham,86.2,
332,Tosin Adarabioyo,1,0,2084,39,89.8,495,128,71.4,3,0,4,44,DEF,Fulham,86.2,
333,Aleksandar Mitrović,14,2,2010,30,216.5,584.8,1141,193.1,7,0,7,66,FWD,Fulham,86.2,
334,Harrison Reed,3,4,2868,44,495.6,480.4,266,124.2,9,0,5,43,MID,Fulham,86.2,
335,Harry Wilson,2,5,1085,15,182.1,209.2,173,56.4,2,0,1,57,MID,Fulham,86.2,
336,Marek Rodák,0,0,180,2,0,19,0,1.9,1,0,0,43,GK,Fulham,86.2,2
337,Ivan Neves Abreu Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,48,MID,Fulham,86.2,
338,Kenny Tete,1,5,2569,36,385.6,617.8,110,111.6,7,0,8,44,DEF,Fulham,86.2,
339,Josh Onomah,0,0,14,2,0.6,2,0,0.3,0,0,0,43,MID,Fulham,86.2,
340,Antonee Robinson,0,2,3088,44,417.6,553,57,102.9,9,0,8,44,DEF,Fulham,86.2,
341,Rodrigo Muniz Carvalho,0,0,0,0,0,0,0,0,0,0,0,54,FWD,Fulham,86.2,
342,Jay Stansfield,0,1,85,2,12.8,8.4,46,6.7,0,0,0,45,FWD,Fulham,86.2,
343,João Palhinha Gonçalves,3,0,3108,43,141.8,560.4,336,104.2,9,0,14,49,MID,Fulham,86.2,
344,Daniel James,2,1,802,18,121.4,144.6,218,48.1,1,0,0,59,MID,Fulham,86.2,
345,Andreas Hoelgebaum Pereira,4,10,2696,40,965,440.6,495,189.3,8,0,8,43,MID,Fulham,86.2,
346,Issa Diop,1,0,2008,26,27.7,432.6,78,53.8,7,0,2,43,DEF,Fulham,86.2,
347,Tyrese Francois,0,0,1,0,0.3,1,0,0.1,0,0,0,44,MID,Fulham,86.2,
348,Kevin Mbabu,0,1,141,7,37.7,39.8,0,7.8,0,0,1,43,DEF,Fulham,86.2,
349,Luke Harris,0,0,10,1,1.6,0.6,0,0.2,0,0,0,43,MID,Fulham,86.2,
350,Manor Solomon,4,0,560,11,86,214.8,107,40.8,0,0,0,49,MID,Fulham,86.2,
351,Terry Ablade,0,0,0,0,0,0,0,0,0,0,0,45,FWD,Fulham,86.2,
352,Layvin Kurzawa,0,0,136,4,4.5,20.2,0,2.5,0,0,1,43,DEF,Fulham,86.2,
353,Willian Borges da Silva,5,7,2127,22,658.8,430.2,447,153.6,9,0,2,55,MID,Fulham,86.2,
354,Carlos Vinícius Alves Morais,5,2,1098,20,118.3,244,370,72.7,1,0,3,54,FWD,Fulham,86.2,
355,Stefan Parkes,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Fulham,86.2,
356,Martial Godo,0,0,0,0,0,0,0,0,0,0,0,45,MID,Fulham,86.2,
357,Kristian Sekularac,0,0,0,0,0,0,0,0,0,0,0,45,MID,Fulham,86.2,
358,Sasa Lukic,0,0,406,10,16,34.2,18,6.8,0,0,1,45,MID,Fulham,86.2,
359,George Wickens,0,0,0,0,0,0,0,0,0,0,0,40,GK,Fulham,86.2,0
360,Charlie Robinson,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Fulham,86.2,
361,Matthew Dibley-Dias,0,0,0,0,0,0,0,0,0,0,0,45,MID,Fulham,86.2,
362,Kasper Schmeichel,0,0,0,0,0,0,0,0,0,0,0,50,GK,Leicester,81.7,0
363,Jonny Evans,0,0,1051,28,20.6,223.8,35,27.9,2,0,1,44,DEF,Leicester,81.7,
364,Ryan Bertrand,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Leicester,81.7,
365,Marc Albrighton,1,0,232,3,95.2,76.8,43,21.4,0,0,0,47,MID,Leicester,81.7,
366,Nampalys Mendy,1,0,746,13,42,115.2,20,17.8,0,0,1,42,MID,Leicester,81.7,
367,Jannik Vestergaard,0,0,0,0,0,0,0,0,0,0,0,38,DEF,Leicester,81.7,
368,Danny Ward,0,0,2340,46,0,631.4,0,63,6,0,0,38,GK,Leicester,81.7,75
369,Jamie Vardy,3,5,1841,38,173.5,287,451,90.6,4,0,1,91,FWD,Leicester,81.7,
370,Ricardo Barbosa Pereira,1,1,451,11,100.2,148,25,27.3,0,0,2,42,DEF,Leicester,81.7,
371,Daniel Amartey,0,0,1608,27,79.8,358.4,50,48.9,5,0,1,39,DEF,Leicester,81.7,
372,Timothy Castagne,2,4,3255,63,377.3,679.8,289,135,8,0,3,43,DEF,Leicester,81.7,
373,Youri Tielemans,3,3,2341,49,458.3,512.2,190,116.2,6,0,4,61,MID,Leicester,81.7,
374,Ayoze Pérez,0,2,378,5,151,65.2,92,30.9,1,0,0,47,MID,Leicester,81.7,
375,James Maddison,10,9,2479,54,970,785.4,769,252.9,4,0,10,78,MID,Leicester,81.7,
376,Kelechi Iheanacho,5,5,1112,23,228.9,306.6,437,95.7,1,0,0,58,FWD,Leicester,81.7,
377,Hamza Choudhury,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leicester,81.7,
378,Harvey Barnes,13,2,2709,51,305.1,567.4,883,175.5,6,0,3,66,MID,Leicester,81.7,
379,Wilfred Ndidi,0,0,1672,39,73,317.6,45,43.2,1,0,4,48,MID,Leicester,81.7,
380,Kiernan Dewsbury-Hall,2,3,2305,41,527.7,446.6,233,121,7,1,3,49,MID,Leicester,81.7,
381,Çaglar Söyüncü,1,0,528,13,13.3,174.6,53,24.1,0,0,2,42,DEF,Leicester,81.7,
382,James Justin,0,2,1252,25,138.8,208.4,40,38.7,5,0,0,41,DEF,Leicester,81.7,
383,Boubakary Soumaré,0,0,1624,30,148.7,236.6,5,39.2,6,0,9,44,MID,Leicester,81.7,
384,Luke Thomas,0,1,1068,20,89.4,166.8,12,26.8,2,0,3,39,DEF,Leicester,81.7,
385,Patson Daka,4,4,1169,24,223.6,295.2,440,95.1,5,0,2,56,FWD,Leicester,81.7,
386,Lewis Brunt,0,0,22,1,1,2.2,0,0.3,0,0,0,39,DEF,Leicester,81.7,
387,Daniel Iversen,0,0,1080,22,0,255.8,0,25.6,1,0,0,39,GK,Leicester,81.7,38
388,Dennis Praet,1,1,635,10,66.9,96.4,64,22.7,2,0,1,48,MID,Leicester,81.7,
389,Alex Smithies,0,0,0,0,0,0,0,0,0,0,0,39,GK,Leicester,81.7,0
390,Wout Faes,1,2,2786,51,115.6,662.4,93,87.1,7,1,4,42,DEF,Leicester,81.7,
391,Sammy Braybrooke,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leicester,81.7,
392,Joe Wormleighton,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Leicester,81.7,
393,Kasey McAteer,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leicester,81.7,
394,Victor Kristiansen,0,1,891,21,119.3,173.2,14,30.8,0,0,2,45,DEF,Leicester,81.7,
395,Mateus Cardoso Lemos Martins,1,0,732,15,98.7,84,109,28.8,0,0,0,49,MID,Leicester,81.7,
396,Harry Souttar,0,1,991,19,38.9,242.6,65,34.6,1,0,2,45,DEF,Leicester,81.7,
397,Wanya Marçal-Madivadua,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leicester,81.7,
398,Liam Cooper,1,0,1425,32,65.2,309.8,145,51.7,2,0,5,44,DEF,Leeds,82.2,
399,Luke Ayling,2,1,2048,48,209.3,451.8,264,92.8,3,0,3,45,DEF,Leeds,82.2,
400,Mateusz Klich,0,0,266,5,69.3,39.6,50,15.2,0,0,2,46,MID,Leeds,82.2,
401,Adam Forshaw,0,0,473,13,62,49.6,0,11.3,0,0,0,44,MID,Leeds,82.2,
402,Rodrigo Moreno,13,2,1928,43,241.1,577.6,853,166.5,5,0,6,63,MID,Leeds,82.2,
403,Stuart Dallas,0,0,0,0,0,0,0,0,0,0,0,49,DEF,Leeds,82.2,
404,Patrick Bamford,4,5,1510,31,171.6,252.2,588,99.6,1,0,3,71,FWD,Leeds,82.2,
405,Diego Llorente,0,0,648,12,5.8,99,40,14.6,1,0,1,44,DEF,Leeds,82.2,
406,Tyler Roberts,0,0,0,0,0,0,0,0,0,0,0,50,MID,Leeds,82.2,
407,Robin Koch,0,0,3175,74,72.9,589.2,201,86.3,5,0,7,45,DEF,Leeds,82.2,
408,Raphael Dias Belloli,0,0,0,0,0,0,0,0,0,0,0,70,MID,Leeds,82.2,
409,Jack Harrison,5,8,2707,55,791.5,556.2,466,181.2,6,0,2,57,MID,Leeds,82.2,
410,Jamie Shackleton,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leeds,82.2,
411,Pascal Struijk,2,2,2198,52,216.2,544.4,253,101.5,4,0,5,45,DEF,Leeds,82.2,
412,Kristoffer Klaesson,0,0,0,0,0,0,0,0,0,0,0,38,GK,Leeds,82.2,0
413,Sam Greenwood,1,2,410,11,210.5,121.8,85,41.6,0,0,1,41,FWD,Leeds,82.2,
414,Illan Meslier,0,0,3060,67,0,738.6,17,75.9,5,0,3,44,GK,Leeds,82.2,92
415,Junior Firpo Adames,1,2,1364,33,123.4,286,41,45,1,1,5,45,DEF,Leeds,82.2,
416,Crysencio Summerville,4,4,1411,38,222.6,311.8,357,88.6,1,0,4,42,MID,Leeds,82.2,
417,Lewis Bate,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leeds,82.2,
418,Joe Gelhardt,0,2,201,3,32.1,49.4,114,19.4,0,0,1,51,FWD,Leeds,82.2,
419,Leo Fuhr Hjelde,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Leeds,82.2,
420,Rasmus Kristensen,3,1,1957,53,143.6,474.4,160,78,2,0,4,47,DEF,Leeds,82.2,
421,Marc Roca Junqué,1,3,2316,60,475.8,433.6,323,123.1,2,0,7,48,MID,Leeds,82.2,
422,Brenden Aaronson,1,4,2365,58,662.6,306,439,141.1,5,0,2,53,MID,Leeds,82.2,
423,Darko Gyabi,0,0,7,0,0.5,4.4,20,2.5,0,0,0,42,MID,Leeds,82.2,
424,Tyler Adams,0,0,2156,36,328.9,393.6,24,74.9,5,1,4,49,MID,Leeds,82.2,
425,Luis Sinisterra Lucumí,5,0,863,23,157.7,242.8,305,70.6,0,1,1,65,MID,Leeds,82.2,
426,Cody Drameh,0,0,70,3,2.7,12.8,0,1.6,0,0,0,40,DEF,Leeds,82.2,
427,Archie Gray,0,0,0,0,0,0,0,0,0,0,0,45,MID,Leeds,82.2,
428,Joel Robles,0,0,360,11,0,93.2,0,9.3,0,0,1,40,GK,Leeds,82.2,16
429,Wilfried Gnonto,2,4,1346,28,323.5,264.8,253,84.3,4,0,7,47,FWD,Leeds,82.2,
430,Mateo Joseph Fernández,0,0,24,0,0.2,3,19,2.2,0,0,0,45,FWD,Leeds,82.2,
431,Sonny Perkins,0,0,0,0,0,0,0,0,0,0,0,45,FWD,Leeds,82.2,
432,Maximilian Wöber,0,0,1264,23,65.8,273.4,54,39.5,2,0,3,44,DEF,Leeds,82.2,
433,Georginio Rutter,0,1,263,9,38.3,36.2,41,11.4,0,0,0,50,FWD,Leeds,82.2,
434,Weston McKennie,0,1,1434,35,201.7,198.8,81,48.3,1,0,7,46,MID,Leeds,82.2,
435,Jeremiah Chilokoa-Mullen,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Leeds,82.2,
436,Diogo Pinheiro Monteiro,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Leeds,82.2,
437,James Milner,0,1,889,12,207.2,172.8,92,47.2,3,0,2,44,MID,Liverpool,95.1,
438,Jordan Henderson,0,3,2060,30,506.1,307.4,174,99.1,8,0,2,53,MID,Liverpool,95.1,
439,Joel Matip,1,0,1091,20,49.5,223.4,90,36.2,3,0,3,59,DEF,Liverpool,95.1,
440,Thiago Alcántara do Nascimento,0,0,1252,23,265.8,244.4,86,59.8,2,0,2,51,MID,Liverpool,95.1,
441,Alex Oxlade-Chamberlain,1,0,332,7,66.3,72.4,84,22.3,0,0,0,49,MID,Liverpool,95.1,
442,Roberto Firmino,11,4,1202,17,293.2,542,792,162.8,4,0,0,80,FWD,Liverpool,95.1,
443,Virgil van Dijk,3,1,2835,36,121,743.2,389,125.4,11,0,3,66,DEF,Liverpool,95.1,
444,Alisson Ramses Becker,0,1,3330,43,10.1,966.4,0,97.6,14,0,1,55,GK,Liverpool,95.1,105
445,Fabio Henrique Tavares,0,2,2666,34,302,379.2,109,79,11,0,11,52,MID,Liverpool,95.1,
446,Mohamed Salah,19,13,3290,45,869.9,1046.2,1620,353.7,13,0,2,131,MID,Liverpool,95.1,
447,Andrew Robertson,0,8,2579,34,862.1,549.2,211,162.3,9,0,3,68,DEF,Liverpool,95.1,
448,Trent Alexander-Arnold,2,11,2922,44,1168.2,779,241,219,10,0,5,78,DEF,Liverpool,95.1,
449,Joseph Gomez,0,0,1461,16,43.7,297.8,27,36.9,8,0,3,43,DEF,Liverpool,95.1,
450,Naby Keita,0,0,290,4,92.6,23.8,54,16.9,1,0,1,47,MID,Liverpool,95.1,
451,Diogo Teixeira da Silva,7,4,1125,19,237.9,304.2,337,87.5,5,0,2,86,FWD,Liverpool,95.1,
452,Caoimhin Kelleher,0,0,90,4,0,0,0,0,0,0,0,39,GK,Liverpool,95.1,6
453,Ibrahima Konaté,0,0,1551,22,39.6,285.6,144,46.8,7,0,5,49,DEF,Liverpool,95.1,
454,Curtis Jones,3,1,1029,15,214.4,266.2,236,71.6,4,0,2,49,MID,Liverpool,95.1,
455,Konstantinos Tsimikas,0,4,762,11,281.7,177.6,124,58.5,4,0,3,43,DEF,Liverpool,95.1,
456,Luis Díaz,4,2,991,11,176.7,236.2,388,80.1,4,0,2,78,MID,Liverpool,95.1,
457,Harvey Elliott,1,2,1600,20,372.3,257,363,99.4,5,0,2,48,MID,Liverpool,95.1,
458,Fábio Freitas Gouveia Carvalho,2,1,339,3,36.7,89.4,173,29.7,0,0,0,51,MID,Liverpool,95.1,
459,Darwin Núñez Ribeiro,9,5,1684,22,336.9,458.2,1078,186,7,1,1,86,FWD,Liverpool,95.1,
460,Calvin Ramsay,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Liverpool,95.1,
461,Adrián San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,38,GK,Liverpool,95.1,0
462,Rhys Williams,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Liverpool,95.1,
463,Ben Davies,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Liverpool,95.1,
464,Sepp van den Berg,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Liverpool,95.1,
465,Nathaniel Phillips,0,0,65,1,1.4,15.4,18,3.4,0,0,0,38,DEF,Liverpool,95.1,
466,Luke Chambers,0,0,0,0,0,0,0,0,0,0,0,40,DEF,Liverpool,95.1,
467,Stefan Bajcetic,1,0,522,4,61.7,90.2,77,22.8,3,0,2,43,MID,Liverpool,95.1,
468,Bobby Clark,0,0,7,0,0.3,0,2,0.2,0,0,0,45,MID,Liverpool,95.1,
469,Harvey Davies,0,0,0,0,0,0,0,0,0,0,0,40,GK,Liverpool,95.1,0
470,Arthur Henrique Ramos de Oliveira Melo,0,0,0,0,0,0,0,0,0,0,0,48,MID,Liverpool,95.1,
471,Ben Doak,0,0,23,1,1.4,5.6,4,1.2,0,0,0,45,MID,Liverpool,95.1,
472,Cody Gakpo,7,3,1455,19,271.1,331.8,415,101.3,6,0,0,76,MID,Liverpool,95.1,
473,Kyle Walker,0,0,1953,20,176.2,223.8,39,43.8,7,0,3,47,DEF,Manchester City,100,
474,Ilkay Gündogan,8,6,2351,20,636.9,596.2,597,182.7,10,0,0,74,MID,Manchester City,100,
475,Kevin De Bruyne,7,18,2413,23,1476.7,897.8,598,297.6,10,0,1,121,MID,Manchester City,100,
476,John Stones,2,2,1844,17,164.1,396,135,69.6,7,0,2,56,DEF,Manchester City,100,
477,Riyad Mahrez,5,12,1913,23,773.4,533.6,520,182.5,6,0,2,75,MID,Manchester City,100,
478,Jack Grealish,5,10,2051,16,721.3,515.8,683,191.7,10,0,4,71,MID,Manchester City,100,
479,João Cancelo,2,2,1273,16,266.4,277,276,81.2,6,1,3,71,DEF,Manchester City,100,
480,Ederson Santana de Moraes,0,1,3150,32,13.1,479,0,49.2,11,0,3,54,GK,Manchester City,100,46
481,Nathan Aké,1,0,1871,15,161.6,383.4,150,69.7,9,0,2,50,DEF,Manchester City,100,
482,Aymeric Laporte,0,0,992,10,107.8,166.2,68,34.1,4,0,0,56,DEF,Manchester City,100,
483,Zack Steffen,0,0,0,0,0,0,0,0,0,0,0,40,GK,Manchester City,100,0
484,Bernardo Veiga de Carvalho e Silva,4,6,2196,24,515,492,424,143.1,7,0,5,67,MID,Manchester City,100,
485,Rúben Gato Alves Dias,0,0,1997,16,83.7,416.8,124,62.5,9,0,3,60,DEF,Manchester City,100,
486,Phil Foden,11,7,1832,16,670.8,671.2,712,205.4,5,0,1,80,MID,Manchester City,100,
487,Rodrigo Hernandez,2,6,2911,26,555.9,716,493,176.9,11,0,5,56,MID,Manchester City,100,
488,Cole Palmer,0,1,358,4,72.4,59.2,97,23.1,1,0,1,42,MID,Manchester City,100,
489,James McAtee,0,0,0,0,0,0,0,0,0,0,0,45,MID,Manchester City,100,
490,Erling Haaland,36,9,2767,26,371,1390,1825,358.1,13,0,5,124,FWD,Manchester City,100,
491,Julián Álvarez,9,3,1448,16,271.1,430.8,545,124.7,5,0,0,61,FWD,Manchester City,100,
492,Luke Mbete-Tabu,0,0,0,0,0,0,0,0,0,0,0,39,DEF,Manchester City,100,
493,Josh Wilson-Esbrand,0,0,0,0,0,0,0,0,0,0,0,38,DEF,Manchester City,100,
494,Liam Delap,0,0,0,0,0,0,0,0,0,0,0,44,FWD,Manchester City,100,
495,Stefan Ortega Moreno,0,0,270,1,0,116.8,0,11.7,2,0,0,37,GK,Manchester City,100,14
496,Kalvin Phillips,0,0,291,3,46.5,39,19,10.5,1,0,1,48,MID,Manchester City,100,
497,Scott Carson,0,0,0,0,0,0,0,0,0,0,0,38,GK,Manchester City,100,0
498,Rico Lewis,0,0,900,8,152.4,114.6,40,30.7,2,0,1,38,DEF,Manchester City,100,
499,Sergio Gómez,0,1,340,6,52.8,66.2,24,14.3,1,0,0,44,DEF,Manchester City,100,
500,Claudio Gomes,0,0,0,0,0,0,0,0,0,0,0,45,MID,Manchester City,100,
501,Ben Knight,0,0,0,0,0,0,0,0,0,0,0,45,MID,Manchester City,100,
502,Manuel Akanji,0,1,2284,23,146.5,385.6,180,71.4,7,0,2,51,DEF,Manchester City,100,
503,Máximo Perrone,0,0,18,1,2.6,1,4,0.8,0,0,0,44,MID,Manchester City,100,
504,Alex Robertson,0,0,0,0,0,0,0,0,0,0,0,45,MID,Manchester City,100,
505,Shea Charles,0,0,27,1,0,0,0,0,0,0,0,45,MID,Manchester City,100,
506,Nico O'Reilly,0,0,0,0,0,0,0,0,0,0,0,45,MID,Manchester City,100,
507,Jack Butland,0,0,0,0,0,0,0,0,0,0,0,44,GK,Manchester United,89.3,0
508,Cristiano Ronaldo dos Santos Aveiro,1,0,519,8,83.2,63.8,218,35.6,3,0,2,102,FWD,Manchester United,89.3,
509,David De Gea Quintana,0,0,3420,43,13,792.2,0,80.7,17,0,0,51,GK,Manchester United,89.3,99
510,Phil Jones,0,0,0,0,0,0,0,0,0,0,0,38,DEF,Manchester United,89.3,
