Player ID,Name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,cost,Position,Team,Power ranking,Saves,games,ClubID,ClubPower,Predicted Performace index,Cost Efficiency
344,Daniel James,2,1,802,18,121.4,144.6,218,48.1,1,0,0,59,MID,Fulham,86.2,,8,10,86.2,7,0.11864406779661017
345,Andreas Hoelgebaum Pereira,4,10,2696,40,965.0,440.6,495,189.3,8,0,8,43,MID,Fulham,86.2,,29,10,86.2,27,0.627906976744186
346,Issa Diop,1,0,2008,26,27.7,432.6,78,53.8,7,0,2,43,DEF,Fulham,86.2,,22,10,86.2,7,0.16279069767441862
350,Manor Solomon,4,0,560,11,86.0,214.8,107,40.8,0,0,0,49,MID,Fulham,86.2,,6,10,86.2,5,0.10204081632653061
353,Willian Borges da Silva,5,7,2127,22,658.8,430.2,447,153.6,9,0,2,55,MID,Fulham,86.2,,23,10,86.2,22,0.4
354,Carlos Vinícius Alves Morais,5,2,1098,20,118.3,244.0,370,72.7,1,0,3,54,FWD,Fulham,86.2,,12,10,86.2,4,0.07407407407407407
358,Sasa Lukic,0,0,406,10,16.0,34.2,18,6.8,0,0,1,45,MID,Fulham,86.2,,4,10,86.2,1,0.022222222222222223
363,Jonny Evans,0,0,1051,28,20.6,223.8,35,27.9,2,0,1,44,DEF,Leicester,81.7,,11,11,81.7,3,0.06818181818181818
366,Nampalys Mendy,1,0,746,13,42.0,115.2,20,17.8,0,0,1,42,MID,Leicester,81.7,,8,11,81.7,2,0.047619047619047616
368,Danny Ward,0,0,2340,46,0.0,631.4,0,63.0,6,0,0,38,GK,Leicester,81.7,75.0,26,11,81.7,8,0.21052631578947367
369,Jamie Vardy,3,5,1841,38,173.5,287.0,451,90.6,4,0,1,91,FWD,Leicester,81.7,,20,11,81.7,5,0.054945054945054944
370,Ricardo Barbosa Pereira,1,1,451,11,100.2,148.0,25,27.3,0,0,2,42,DEF,Leicester,81.7,,5,11,81.7,3,0.07142857142857142
371,Daniel Amartey,0,0,1608,27,79.8,358.4,50,48.9,5,0,1,39,DEF,Leicester,81.7,,17,11,81.7,6,0.15384615384615385
372,Timothy Castagne,2,4,3255,63,377.3,679.8,289,135.0,8,0,3,43,DEF,Leicester,81.7,,36,11,81.7,18,0.4186046511627907
373,Youri Tielemans,3,3,2341,49,458.3,512.2,190,116.2,6,0,4,61,MID,Aston Villa,90.3,,26,1,90.3,17,0.2786885245901639
374,Ayoze Pérez,0,2,378,5,151.0,65.2,92,30.9,1,0,0,47,MID,Leicester,81.7,,4,11,81.7,4,0.0851063829787234
375,James Maddison,10,9,2479,54,970.0,785.4,769,252.9,4,0,10,75,MID,Tottenham,90.4,,27,12,90.4,38,0.5066666666666667
376,Kelechi Iheanacho,5,5,1112,23,228.9,306.6,437,95.7,1,0,0,58,FWD,Leicester,81.7,,12,11,81.7,6,0.10344827586206896
378,Harvey Barnes,13,2,2709,51,305.1,567.4,883,175.5,6,0,3,65,MID,Newcastle,90.2,,30,13,90.2,26,0.4
379,Wilfred Ndidi,0,0,1672,39,73.0,317.6,45,43.2,1,0,4,48,MID,Leicester,81.7,,18,11,81.7,6,0.125
380,Kiernan Dewsbury-Hall,2,3,2305,41,527.7,446.6,233,121.0,7,1,3,49,MID,Leicester,81.7,,25,11,81.7,16,0.32653061224489793
381,Çaglar Söyüncü,1,0,528,13,13.3,174.6,53,24.1,0,0,2,42,DEF,Leicester,81.7,,5,11,81.7,3,0.07142857142857142
382,James Justin,0,2,1252,25,138.8,208.4,40,38.7,5,0,0,41,DEF,Leicester,81.7,,13,11,81.7,5,0.12195121951219512
383,Boubakary Soumaré,0,0,1624,30,148.7,236.6,5,39.2,6,0,9,44,MID,Leicester,81.7,,18,11,81.7,5,0.11363636363636363
384,Luke Thomas,0,1,1068,20,89.4,166.8,12,26.8,2,0,3,39,DEF,Leicester,81.7,,11,11,81.7,3,0.07692307692307693
385,Patson Daka,4,4,1169,24,223.6,295.2,440,95.1,5,0,2,56,FWD,Leicester,81.7,,12,11,81.7,5,0.08928571428571429
387,Daniel Iversen,0,0,1080,22,0.0,255.8,0,25.6,1,0,0,39,GK,Leicester,81.7,38.0,12,11,81.7,3,0.07692307692307693
388,Dennis Praet,1,1,635,10,66.9,96.4,64,22.7,2,0,1,48,MID,Leicester,81.7,,7,11,81.7,3,0.0625
390,Wout Faes,1,2,2786,51,115.6,662.4,93,87.1,7,1,4,42,DEF,Leicester,81.7,,30,11,81.7,11,0.2619047619047619
394,Victor Kristiansen,0,1,891,21,119.3,173.2,14,30.8,0,0,2,45,DEF,Leicester,81.7,,9,11,81.7,4,0.08888888888888889
395,Mateus Cardoso Lemos Martins,1,0,732,15,98.7,84.0,109,28.8,0,0,0,49,MID,Leicester,81.7,,8,11,81.7,4,0.08163265306122448
396,Harry Souttar,0,1,991,19,38.9,242.6,65,34.6,1,0,2,45,DEF,Leicester,81.7,,11,11,81.7,4,0.08888888888888889
398,Liam Cooper,1,0,1425,32,65.2,309.8,145,51.7,2,0,5,44,DEF,Leeds,82.2,,15,14,82.2,6,0.13636363636363635
399,Luke Ayling,2,1,2048,48,209.3,451.8,264,92.8,3,0,3,45,DEF,Leeds,82.2,,22,14,82.2,12,0.26666666666666666
401,Adam Forshaw,0,0,473,13,62.0,49.6,0,11.3,0,0,0,44,MID,Leeds,82.2,,5,14,82.2,1,0.022727272727272728
402,Rodrigo Moreno,13,2,1928,43,241.1,577.6,853,166.5,5,0,6,63,MID,Leeds,82.2,,21,14,82.2,23,0.36507936507936506
404,Patrick Bamford,4,5,1510,31,171.6,252.2,588,99.6,1,0,3,71,FWD,Leeds,82.2,,16,14,82.2,6,0.08450704225352113
405,Diego Llorente,0,0,648,12,5.8,99.0,40,14.6,1,0,1,44,DEF,Leeds,82.2,,7,14,82.2,1,0.022727272727272728
407,Robin Koch,0,0,3175,74,72.9,589.2,201,86.3,5,0,7,45,DEF,Leeds,82.2,,35,14,82.2,11,0.24444444444444444
409,Jack Harrison,5,8,2707,55,791.5,556.2,466,181.2,6,0,2,57,MID,Leeds,82.2,,30,14,82.2,25,0.43859649122807015
411,Pascal Struijk,2,2,2198,52,216.2,544.4,253,101.5,4,0,5,45,DEF,Leeds,82.2,,24,14,82.2,13,0.28888888888888886
413,Sam Greenwood,1,2,410,11,210.5,121.8,85,41.6,0,0,1,41,FWD,Leeds,82.2,,4,14,82.2,2,0.04878048780487805
414,Illan Meslier,0,0,3060,67,0.0,738.6,17,75.9,5,0,3,44,GK,Leeds,82.2,92.0,34,14,82.2,10,0.22727272727272727
415,Junior Firpo Adames,1,2,1364,33,123.4,286.0,41,45.0,1,1,5,45,DEF,Leeds,82.2,,15,14,82.2,6,0.13333333333333333
416,Crysencio Summerville,4,4,1411,38,222.6,311.8,357,88.6,1,0,4,42,MID,Leeds,82.2,,15,14,82.2,12,0.2857142857142857
420,Rasmus Kristensen,3,1,1957,53,143.6,474.4,160,78.0,2,0,4,47,DEF,Leeds,82.2,,21,14,82.2,10,0.2127659574468085
421,Marc Roca Junqué,1,3,2316,60,475.8,433.6,323,123.1,2,0,7,48,MID,Leeds,82.2,,25,14,82.2,17,0.3541666666666667
422,Brenden Aaronson,1,4,2365,58,662.6,306.0,439,141.1,5,0,2,53,MID,Leeds,82.2,,26,14,82.2,19,0.3584905660377358
424,Tyler Adams,0,0,2156,36,328.9,393.6,24,74.9,5,1,4,49,MID,Leeds,82.2,,23,14,82.2,10,0.20408163265306123
425,Luis Sinisterra Lucumí,5,0,863,23,157.7,242.8,305,70.6,0,1,1,65,MID,Leeds,82.2,,9,14,82.2,9,0.13846153846153847
428,Joel Robles,0,0,360,11,0.0,93.2,0,9.3,0,0,1,40,GK,Leeds,82.2,16.0,4,14,82.2,1,0.025
429,Wilfried Gnonto,2,4,1346,28,323.5,264.8,253,84.3,4,0,7,47,FWD,Leeds,82.2,,14,14,82.2,5,0.10638297872340426
432,Maximilian Wöber,0,0,1264,23,65.8,273.4,54,39.5,2,0,3,44,DEF,Leeds,82.2,,14,14,82.2,5,0.11363636363636363
434,Weston McKennie,0,1,1434,35,201.7,198.8,81,48.3,1,0,7,46,MID,Leeds,82.2,,15,14,82.2,6,0.13043478260869565
437,James Milner,0,1,889,12,207.2,172.8,92,47.2,3,0,2,44,MID,Liverpool,95.1,,9,7,95.09999999999998,7,0.1590909090909091
438,Jordan Henderson,0,3,2060,30,506.1,307.4,174,99.1,8,0,2,53,MID,Liverpool,95.1,,22,7,95.09999999999998,15,0.2830188679245283
439,Joel Matip,1,0,1091,20,49.5,223.4,90,36.2,3,0,3,59,DEF,Liverpool,95.1,,12,7,95.09999999999998,5,0.0847457627118644
440,Thiago Alcántara do Nascimento,0,0,1252,23,265.8,244.4,86,59.8,2,0,2,51,MID,Liverpool,95.1,,13,7,95.09999999999998,9,0.17647058823529413
441,Alex Oxlade-Chamberlain,1,0,332,7,66.3,72.4,84,22.3,0,0,0,49,MID,Liverpool,95.1,,3,7,95.09999999999998,3,0.061224489795918366
442,Roberto Firmino,11,4,1202,17,293.2,542.0,792,162.8,4,0,0,80,FWD,Liverpool,95.1,,13,7,95.09999999999998,11,0.1375
443,Virgil van Dijk,3,1,2835,36,121.0,743.2,389,125.4,11,0,3,66,DEF,Liverpool,95.1,,31,7,95.09999999999998,19,0.2878787878787879
444,Alisson Ramses Becker,0,1,3330,43,10.1,966.4,0,97.6,14,0,1,55,GK,Liverpool,95.1,105.0,37,7,95.09999999999998,15,0.2727272727272727
445,Fabio Henrique Tavares,0,2,2666,34,302.0,379.2,109,79.0,11,0,11,52,MID,Liverpool,95.1,,29,7,95.09999999999998,12,0.23076923076923078
446,Mohamed Salah,19,13,3290,45,869.9,1046.2,1620,353.7,13,0,2,125,MID,Liverpool,95.1,,36,7,95.09999999999998,57,0.456
447,Andrew Robertson,0,8,2579,34,862.1,549.2,211,162.3,9,0,3,68,DEF,Liverpool,95.1,,28,7,95.09999999999998,25,0.36764705882352944
448,Trent Alexander-Arnold,2,11,2922,44,1168.2,779.0,241,219.0,10,0,5,80,DEF,Liverpool,95.1,,32,7,95.09999999999998,33,0.4125
449,Joseph Gomez,0,0,1461,16,43.7,297.8,27,36.9,8,0,3,43,DEF,Liverpool,95.1,,16,7,95.09999999999998,5,0.11627906976744186
451,Diogo Teixeira da Silva,7,4,1125,19,237.9,304.2,337,87.5,5,0,2,86,FWD,Liverpool,95.1,,12,7,95.09999999999998,6,0.06976744186046512
453,Ibrahima Konaté,0,0,1551,22,39.6,285.6,144,46.8,7,0,5,49,DEF,Liverpool,95.1,,17,7,95.09999999999998,7,0.14285714285714285
454,Curtis Jones,3,1,1029,15,214.4,266.2,236,71.6,4,0,2,49,MID,Liverpool,95.1,,11,7,95.09999999999998,11,0.22448979591836735
455,Konstantinos Tsimikas,0,4,762,11,281.7,177.6,124,58.5,4,0,3,43,DEF,Liverpool,95.1,,8,7,95.09999999999998,9,0.20930232558139536
456,Luis Díaz,4,2,991,11,176.7,236.2,388,80.1,4,0,2,78,MID,Liverpool,95.1,,11,7,95.09999999999998,12,0.15384615384615385
457,Harvey Elliott,1,2,1600,20,372.3,257.0,363,99.4,5,0,2,48,MID,Liverpool,95.1,,17,7,95.09999999999998,16,0.3333333333333333
458,Fábio Freitas Gouveia Carvalho,2,1,339,3,36.7,89.4,173,29.7,0,0,0,51,MID,Liverpool,95.1,,3,7,95.09999999999998,4,0.0784313725490196
459,Darwin Núñez Ribeiro,9,5,1684,22,336.9,458.2,1078,186.0,7,1,1,86,FWD,Liverpool,95.1,,18,7,95.09999999999998,13,0.1511627906976744
467,Stefan Bajcetic,1,0,522,4,61.7,90.2,77,22.8,3,0,2,43,MID,Liverpool,95.1,,5,7,95.09999999999998,3,0.06976744186046512
472,Cody Gakpo,7,3,1455,19,271.1,331.8,415,101.3,6,0,0,76,MID,Liverpool,95.1,,16,7,95.09999999999998,16,0.21052631578947367
473,Kyle Walker,0,0,1953,20,176.2,223.8,39,43.8,7,0,3,47,DEF,Manchester City,100.0,,21,15,100.0,7,0.14893617021276595
474,Ilkay Gündogan,8,6,2351,20,636.9,596.2,597,182.7,10,0,0,74,MID,Manchester City,100.0,,26,15,100.0,31,0.4189189189189189
475,Kevin De Bruyne,7,18,2413,23,1476.7,897.8,598,297.6,10,0,1,105,MID,Manchester City,100.0,,26,15,100.0,50,0.47619047619047616
476,John Stones,2,2,1844,17,164.1,396.0,135,69.6,7,0,2,55,DEF,Manchester City,100.0,,20,15,100.0,11,0.2
477,Riyad Mahrez,5,12,1913,23,773.4,533.6,520,182.5,6,0,2,75,MID,Manchester City,100.0,,21,15,100.0,30,0.4
478,Jack Grealish,5,10,2051,16,721.3,515.8,683,191.7,10,0,4,75,MID,Manchester City,100.0,,22,15,100.0,32,0.4266666666666667
479,João Cancelo,2,2,1273,16,266.4,277.0,276,81.2,6,1,3,71,DEF,Manchester City,100.0,,14,15,100.0,13,0.18309859154929578
480,Ederson Santana de Moraes,0,1,3150,32,13.1,479.0,0,49.2,11,0,3,55,GK,Manchester City,100.0,46.0,35,15,100.0,8,0.14545454545454545
481,Nathan Aké,1,0,1871,15,161.6,383.4,150,69.7,9,0,2,50,DEF,Manchester City,100.0,,20,15,100.0,11,0.22
482,Aymeric Laporte,0,0,992,10,107.8,166.2,68,34.1,4,0,0,56,DEF,Manchester City,100.0,,11,15,100.0,5,0.08928571428571429
484,Bernardo Veiga de Carvalho e Silva,4,6,2196,24,515.0,492.0,424,143.1,7,0,5,65,MID,Manchester City,100.0,,24,15,100.0,24,0.36923076923076925
485,Rúben Gato Alves Dias,0,0,1997,16,83.7,416.8,124,62.5,9,0,3,60,DEF,Manchester City,100.0,,22,15,100.0,10,0.16666666666666666
486,Phil Foden,11,7,1832,16,670.8,671.2,712,205.4,5,0,1,75,MID,Manchester City,100.0,,20,15,100.0,34,0.4533333333333333
487,Rodrigo Hernandez,2,6,2911,26,555.9,716.0,493,176.9,11,0,5,56,MID,Manchester City,100.0,,32,15,100.0,29,0.5178571428571429
488,Cole Palmer,0,1,358,4,72.4,59.2,97,23.1,1,0,1,42,MID,Manchester City,100.0,,3,15,100.0,3,0.07142857142857142
490,Erling Haaland,36,9,2767,26,371.0,1390.0,1825,358.1,13,0,5,140,FWD,Manchester City,100.0,,30,15,100.0,27,0.19285714285714287
491,Julián Álvarez,9,3,1448,16,271.1,430.8,545,124.7,5,0,0,61,FWD,Manchester City,100.0,,16,15,100.0,9,0.14754098360655737
498,Rico Lewis,0,0,900,8,152.4,114.6,40,30.7,2,0,1,38,DEF,Manchester City,100.0,,10,15,100.0,5,0.13157894736842105
499,Sergio Gómez,0,1,340,6,52.8,66.2,24,14.3,1,0,0,44,DEF,Manchester City,100.0,,3,15,100.0,2,0.045454545454545456
502,Manuel Akanji,0,1,2284,23,146.5,385.6,180,71.4,7,0,2,51,DEF,Manchester City,100.0,,25,15,100.0,11,0.21568627450980393
508,Cristiano Ronaldo dos Santos Aveiro,1,0,519,8,83.2,63.8,218,35.6,3,0,2,102,FWD,Manchester United,89.3,,5,8,89.3,2,0.0196078431372549
509,David De Gea Quintana,0,0,3420,43,13.0,792.2,0,80.7,17,0,0,51,GK,Manchester United,89.3,99.0,38,8,89.3,12,0.23529411764705882
511,Raphaël Varane,0,0,1912,22,74.0,387.0,124,58.8,10,0,1,48,DEF,Manchester United,89.3,,21,8,89.3,8,0.16666666666666666
512,Harry Maguire,0,0,762,7,20.3,180.6,51,25.2,5,0,4,47,DEF,Manchester United,89.3,,8,8,89.3,3,0.06382978723404255
513,Frederico Rodrigues de Paula Santos,2,3,1228,22,335.9,282.2,213,83.0,4,0,6,51,MID,Manchester United,89.3,,13,8,89.3,12,0.23529411764705882
514,Luke Shaw,1,4,2552,35,547.7,572.8,118,124.2,12,0,8,55,DEF,Manchester United,89.3,,28,8,89.3,18,0.32727272727272727
515,Bruno Borges Fernandes,8,9,3317,39,1532.3,948.0,948,343.1,18,0,6,95,MID,Manchester United,89.3,,36,8,89.3,51,0.5368421052631579
517,Marcus Rashford,17,7,2880,39,459.7,887.8,1427,277.6,13,0,2,90,MID,Manchester United,89.3,,32,8,89.3,42,0.4666666666666667
519,Victor Lindelöf,0,0,1359,16,53.5,265.0,19,33.9,6,0,1,41,DEF,Manchester United,89.3,,15,8,89.3,5,0.12195121951219512
520,Scott McTominay,1,0,1149,20,122.8,242.2,156,51.7,4,0,8,49,MID,Manchester United,89.3,,12,8,89.3,7,0.14285714285714285
522,Jadon Sancho,6,3,1683,18,543.9,390.6,382,131.7,13,0,0,70,MID,Manchester United,89.3,,18,8,89.3,19,0.2714285714285714
523,Aaron Wan-Bissaka,0,0,1432,10,221.9,290.4,143,65.5,8,0,2,43,DEF,Manchester United,89.3,,15,8,89.3,9,0.20930232558139536
524,Diogo Dalot Teixeira,1,2,2152,34,418.6,469.4,272,116.0,10,0,6,48,DEF,Manchester United,89.3,,23,8,89.3,16,0.3333333333333333
526,Anthony Elanga,0,1,417,2,78.8,52.4,162,28.7,2,0,0,46,MID,Manchester United,89.3,,4,8,89.3,4,0.08695652173913043
527,Anthony Martial,6,3,970,8,179.0,305.2,376,85.4,7,0,0,63,FWD,Manchester United,89.3,,10,8,89.3,5,0.07936507936507936
530,Tyrell Malacia,0,0,1391,14,125.8,206.4,77,41.1,7,0,6,42,DEF,Manchester United,89.3,,15,8,89.3,6,0.14285714285714285
531,Christian Eriksen,1,9,2046,25,564.3,420.8,344,132.8,13,0,3,62,MID,Manchester United,89.3,,22,8,89.3,20,0.3225806451612903
532,Lisandro Martínez,1,0,2113,33,110.4,571.8,82,76.7,9,0,6,44,DEF,Manchester United,89.3,,23,8,89.3,11,0.25
535,Alejandro Garnacho,3,2,557,13,58.5,153.8,266,47.9,0,0,3,41,MID,Manchester United,89.3,,6,8,89.3,7,0.17073170731707318
536,Carlos Henrique Casimiro,4,3,2122,22,393.0,638.6,278,131.1,10,2,7,49,MID,Manchester United,89.3,,23,8,89.3,19,0.3877551020408163
537,Antony Matheus dos Santos,4,2,1803,21,421.0,322.0,633,137.1,12,0,5,73,MID,Manchester United,89.3,,20,8,89.3,20,0.273972602739726
543,Wout Weghorst,0,1,790,11,183.7,97.6,140,42.1,4,0,1,54,FWD,Manchester United,89.3,,8,8,89.3,2,0.037037037037037035
544,Marcel Sabitzer,0,1,622,7,138.9,100.4,84,32.5,5,0,1,47,MID,Manchester United,89.3,,6,8,89.3,4,0.0851063829787234
546,Anthony Gordon,4,0,1574,18,215.3,265.6,517,99.8,4,0,7,51,MID,Newcastle,90.2,,17,13,90.2,15,0.29411764705882354
552,Callum Wilson,18,6,1870,16,271.0,720.0,1020,200.4,10,0,4,80,FWD,Newcastle,90.2,,20,13,90.2,13,0.1625
553,Kieran Trippier,1,9,3342,31,1818.5,904.8,117,284.3,16,0,5,65,DEF,Newcastle,90.2,,37,13,90.2,41,0.6307692307692307
554,Dan Burn,1,0,3109,30,230.4,550.2,265,104.8,14,0,5,45,DEF,Newcastle,90.2,,34,13,90.2,15,0.3333333333333333
555,Ryan Fraser,0,0,308,3,74.0,26.8,70,17.2,1,0,1,52,MID,Newcastle,90.2,,3,13,90.2,2,0.038461538461538464
561,Jacob Murphy,4,2,1230,12,302.5,275.0,410,98.9,3,0,0,42,MID,Newcastle,90.2,,13,13,90.2,15,0.35714285714285715
562,Fabian Schär,1,3,3207,28,263.9,653.4,521,144.1,15,0,7,50,DEF,Newcastle,90.2,,35,13,90.2,21,0.42
563,Matt Targett,0,0,600,6,141.9,97.6,8,24.8,3,0,1,47,DEF,Newcastle,90.2,,6,13,90.2,3,0.06382978723404255
564,Allan Saint-Maximin,1,6,1109,14,344.1,266.4,370,98.2,4,0,1,61,MID,Newcastle,90.2,,12,13,90.2,15,0.2459016393442623
565,Miguel Almirón Rejala,11,4,2487,22,424.0,599.2,849,187.5,15,0,2,65,MID,Newcastle,90.2,,27,13,90.2,28,0.4307692307692308
566,Sean Longstaff,1,5,2514,18,372.0,385.2,408,116.8,13,0,2,43,MID,Newcastle,90.2,,27,13,90.2,17,0.3953488372093023
567,Joelinton Cássio Apolinário de Lira,6,5,2660,26,413.1,603.4,655,167.3,11,0,12,60,MID,Newcastle,90.2,,29,13,90.2,25,0.4166666666666667
569,Joe Willock,3,7,2556,26,547.0,520.8,680,174.9,12,0,1,47,MID,Newcastle,90.2,,28,13,90.2,26,0.5531914893617021
570,Bruno Guimarães Rodriguez Moura,4,5,2727,25,631.8,617.6,284,153.6,12,0,7,55,MID,Newcastle,90.2,,30,13,90.2,23,0.41818181818181815
572,Nick Pope,0,0,3261,32,20.0,709.6,0,72.9,14,1,3,55,GK,Newcastle,90.2,85.0,36,13,90.2,11,0.2
573,Sven Botman,0,2,3127,30,120.1,554.4,303,98.1,13,0,2,45,DEF,Newcastle,90.2,,34,13,90.2,14,0.3111111111111111
574,Elliot Anderson,0,1,395,7,114.7,70.2,180,36.5,1,0,0,43,MID,Newcastle,90.2,,4,13,90.2,5,0.11627906976744186
576,Alexander Isak,10,2,1520,20,244.1,475.0,693,141.1,4,0,3,70,FWD,Newcastle,90.2,,16,13,90.2,9,0.12857142857142856
581,Neco Williams,1,1,1872,41,257.3,372.2,209,84.0,4,0,7,38,DEF,Nottingham ,82.9,,20,16,82.9,11,0.2894736842105263
582,Jonjo Shelvey,0,0,573,11,102.1,55.6,11,16.3,1,0,2,48,MID,Nottingham ,82.9,,6,16,82.9,2,0.041666666666666664
583,Chris Wood,3,0,807,9,82.1,145.2,169,39.3,4,0,0,56,FWD,Nottingham ,82.9,,8,16,82.9,2,0.03571428571428571
585,Steve Cook,0,0,956,21,39.3,177.4,28,24.4,2,0,4,43,DEF,Nottingham ,82.9,,10,16,82.9,3,0.06976744186046512
587,Jack Colback,0,0,492,11,33.7,62.0,2,9.9,0,0,0,41,MID,Nottingham ,82.9,,5,16,82.9,1,0.024390243902439025
591,Scott McKenna,0,0,1570,32,93.9,278.8,46,41.8,5,0,4,44,DEF,Nottingham ,82.9,,17,16,82.9,5,0.11363636363636363
593,Ryan Yates,0,3,1833,36,97.3,206.8,233,53.1,5,0,5,50,MID,Nottingham ,82.9,,20,16,82.9,7,0.14
594,Joe Worrall,1,0,2215,44,66.4,471.0,92,62.5,5,0,6,42,DEF,Nottingham ,82.9,,24,16,82.9,8,0.19047619047619047
597,Sam Surridge,1,0,306,5,15.9,59.4,92,15.7,0,0,2,46,FWD,Nottingham ,82.9,,3,16,82.9,1,0.021739130434782608
600,Brennan Johnson,8,5,2930,54,373.6,478.2,729,157.4,7,0,6,55,FWD,Nottingham ,82.9,,32,16,82.9,10,0.18181818181818182
603,Taiwo Awoniyi,10,1,1395,29,129.6,375.8,378,87.8,5,0,2,56,FWD,Nottingham ,82.9,,15,16,82.9,5,0.08928571428571429
604,Dean Henderson,0,0,1620,31,0.0,474.4,0,47.5,6,0,2,46,GK,Nottingham ,82.9,52.0,18,16,82.9,6,0.13043478260869565
606,Willy Boly,0,1,684,10,11.8,145.0,24,18.3,3,0,2,41,DEF,Nottingham ,82.9,,7,16,82.9,2,0.04878048780487805
607,Morgan Gibbs-White,5,12,3151,61,941.1,593.4,624,215.7,8,0,6,55,MID,Nottingham ,82.9,,35,16,82.9,30,0.5454545454545454
608,Moussa Niakhaté,0,0,1163,22,14.8,173.4,61,24.9,2,0,1,43,DEF,Nottingham ,82.9,,12,16,82.9,3,0.06976744186046512
611,Harry Toffolo,0,0,933,17,93.5,147.0,67,30.6,2,0,2,43,DEF,Nottingham ,82.9,,10,16,82.9,4,0.09302325581395349
612,Lewis O'Brien,1,0,578,14,56.4,107.8,47,21.1,1,0,2,47,MID,Nottingham ,82.9,,6,16,82.9,2,0.0425531914893617
613,Jesse Lingard,0,1,918,17,151.9,50.6,127,32.9,5,0,1,54,MID,Nottingham ,82.9,,10,16,82.9,4,0.07407407407407407
614,Orel Mangala,1,1,1543,24,61.6,191.4,75,32.8,5,0,3,49,MID,Nottingham ,82.9,,17,16,82.9,4,0.08163265306122448
616,Remo Freuler,0,0,2157,47,174.7,272.2,54,50.3,6,0,4,49,MID,Nottingham ,82.9,,23,16,82.9,7,0.14285714285714285
617,Cheikhou Kouyaté,1,0,871,23,82.8,158.8,81,32.2,2,0,3,44,MID,Nottingham ,82.9,,9,16,82.9,4,0.09090909090909091
618,Emmanuel Dennis,2,2,709,17,96.8,166.4,286,54.6,1,0,3,56,FWD,Nottingham ,82.9,,7,16,82.9,3,0.05357142857142857
619,Renan Augusto Lodi dos Santos,0,2,2211,48,208.2,319.0,97,62.5,5,0,7,43,DEF,Nottingham ,82.9,,24,16,82.9,8,0.18604651162790697
621,Serge Aurier,1,0,1943,31,164.1,431.0,112,70.9,6,0,2,43,DEF,Nottingham ,82.9,,21,16,82.9,9,0.20930232558139536
625,Danilo dos Santos de Oliveira,3,2,976,18,108.1,253.8,113,47.1,1,0,1,45,MID,Nottingham ,82.9,,10,16,82.9,6,0.13333333333333333
626,Keylor Navas,0,0,1530,32,0.0,387.6,0,38.7,2,0,2,45,GK,Nottingham ,82.9,51.0,17,16,82.9,5,0.1111111111111111
627,Felipe Augusto de Almeida Monteiro,0,1,1417,32,79.5,379.0,130,59.0,1,0,4,45,DEF,Nottingham ,82.9,,15,16,82.9,7,0.15555555555555556
628,André Ayew,0,0,306,10,17.1,34.0,53,10.5,0,0,1,50,MID,Nottingham ,82.9,,3,16,82.9,1,0.02
630,Ainsley Maitland-Niles,0,1,1400,31,159.2,280.2,23,46.0,3,0,3,48,MID,Southampton,81.1,,15,17,81.1,6,0.125
631,Roméo Lavia,1,1,2219,50,247.1,344.8,46,64.2,4,0,9,45,MID,Southampton,81.1,,24,17,81.1,8,0.17777777777777778
632,Theo Walcott,2,2,1123,30,159.1,164.6,199,52.1,2,0,1,48,MID,Southampton,81.1,,12,17,81.1,7,0.14583333333333334
633,Alex McCarthy,0,0,540,17,0.0,84.2,0,8.4,0,0,0,43,GK,Southampton,81.1,14.0,6,17,81.1,1,0.023255813953488372
636,Stuart Armstrong,2,2,1391,34,282.8,234.2,267,78.6,1,0,6,47,MID,Southampton,81.1,,15,17,81.1,10,0.2127659574468085
637,Mohamed Elyounoussi,1,1,2162,45,297.2,285.0,388,96.8,2,0,4,51,MID,Southampton,81.1,,24,17,81.1,13,0.2549019607843137
638,James Ward-Prowse,9,4,3371,72,1162.9,880.4,319,236.3,4,0,6,61,MID,Southampton,81.1,,37,17,81.1,32,0.5245901639344263
639,Adam Armstrong,2,1,1321,24,148.8,142.0,275,55.6,1,0,2,53,FWD,Southampton,81.1,,14,17,81.1,3,0.05660377358490566
640,Kyle Walker-Peters,1,0,2650,58,277.9,403.4,198,87.9,3,0,4,44,DEF,Southampton,81.1,,29,17,81.1,11,0.25
641,Jan Bednarek,0,0,1770,40,38.4,415.0,43,49.7,3,0,5,41,DEF,Southampton,81.1,,19,17,81.1,6,0.14634146341463414
642,Che Adams,5,5,1987,41,336.4,340.4,583,124.6,4,0,1,60,FWD,Southampton,81.1,,22,17,81.1,7,0.11666666666666667
644,Lyanco Silveira Neves Vojnovic,1,1,1173,26,52.8,281.6,114,45.0,0,0,4,44,DEF,Southampton,81.1,,13,17,81.1,5,0.11363636363636363
647,Ibrahima Diallo,0,0,813,19,66.0,85.4,28,17.7,0,0,4,41,MID,Southampton,81.1,,9,17,81.1,2,0.04878048780487805
648,Romain Perraud,2,2,1828,35,251.8,360.6,298,90.9,4,0,4,40,DEF,Southampton,81.1,,20,17,81.1,12,0.3
649,Moussa Djenepo,0,2,702,14,123.2,141.8,70,33.7,0,0,1,49,MID,Southampton,81.1,,7,17,81.1,4,0.08163265306122448
